videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt,parentId,commentId
xSFOBE_5dGE,Dr pure aman gak dok?,Dr pure aman gak dok?,Bantal Guling,https://yt3.ggpht.com/ytc/AL5GRJXFZHL1bqe5rp1faEAX8H43soI9xlysJOmZtqHvN28Rx9bRvPRAM6P9ihIYPnSO=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCUE1o2SEK3FcTxfwbirOQtw,{'value': 'UCUE1o2SEK3FcTxfwbirOQtw'},True,none,0,2023-03-04T05:21:22Z,2023-03-04T05:21:22Z,,UgxqLPNOspy3BD2ue5B4AaABAg
xSFOBE_5dGE,Dok aku ingin mnjual sluruh organ tubuh. Untuk membayar hutang²dok 🙏,Dok aku ingin mnjual sluruh organ tubuh. Untuk membayar hutang²dok 🙏,Toto winarto,https://yt3.ggpht.com/AqI3SS4n4DUmoHn1GQH9qkKB-iGfsIGQ3pr9jSg5FtSI0x-MabqOg373DiqQxwUfjd8KuIxo=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCT5ugJg7060RO0UBCfy_7FA,{'value': 'UCT5ugJg7060RO0UBCfy_7FA'},True,none,0,2023-02-17T06:23:42Z,2023-02-17T06:23:42Z,,Ugwuyhv72tCOtgHILjh4AaABAg
xSFOBE_5dGE,"Mungkin penyebab nya bukan hanya obat, soalnya kan banyak bngt jajanan anak&quot; d pasaran yg aneh&quot;, ciki permen minuman dll, bahkan aku suka cek bpom nya bnyak yg tak terdaftar","Mungkin penyebab nya bukan hanya obat, soalnya kan banyak bngt jajanan anak"" d pasaran yg aneh"", ciki permen minuman dll, bahkan aku suka cek bpom nya bnyak yg tak terdaftar",Rika Amalia,https://yt3.ggpht.com/ytc/AL5GRJXX4gzDyMCjJGX6PhAdhw8t2YY_rCGSfLjbtw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC28ooDq-Y-1099SS1w13d1A,{'value': 'UC28ooDq-Y-1099SS1w13d1A'},True,none,0,2023-02-10T00:25:16Z,2023-02-10T00:25:16Z,,UgyLhzfLRDdY4B1jDw14AaABAg
xSFOBE_5dGE,Bru mulai mengikuti chanel dokter. Sudah love love..mantap dok,Bru mulai mengikuti chanel dokter. Sudah love love..mantap dok,yuda feriyana,https://yt3.ggpht.com/WspyWvNSbAxdJQh6yCYkaVuJAvGBCCQ2SbVMfbivjTY-KzaTYKOqPwtl29mkNb4kWplR7s4n6w=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCIzSFucT6ehlx7PmPJNU1Ng,{'value': 'UCIzSFucT6ehlx7PmPJNU1Ng'},True,none,0,2022-11-29T09:24:08Z,2022-11-29T09:24:08Z,,Ugx1WYqBRnLmXO1z6BN4AaABAg
xSFOBE_5dGE,Btul kata dokter 👍🏻👍🏻👍🏻👍🏻👍🏻,Btul kata dokter 👍🏻👍🏻👍🏻👍🏻👍🏻,Lidangamzt Lidan,https://yt3.ggpht.com/ytc/AL5GRJVhWnyFlB5EklkNfr_ygopIVbE0Zk3xGTwWtQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCpzVQ5cXmvKbhY0gdVgWg-g,{'value': 'UCpzVQ5cXmvKbhY0gdVgWg-g'},True,none,0,2022-11-25T12:18:01Z,2022-11-25T12:18:01Z,,UgwYiRPcA0HtjA_Qx3R4AaABAg
xSFOBE_5dGE,"Kalo menurut hemat sy pribadi, gagal ginjal kemungkinan besar akibat dari minuman2 kekinian yang mengandung pewarna, pemanis buatan dan zat zat kimia tertentu yang dikemas semenarik mungkin sehingga anak anak atau bahkan orang dewasa tertarik,saya gak bilang merk ,tapi jelas banget anak anak suka jajan minuman minuman berwarna,minuman serbuk yang enak,manis tapi gak jelas kandungan nya.Sudah pasti yang nama nya jenis minuman/cairan yang masuk dalam tubuh erat hubungan nya dengan  ginjal.maaf KL ada yg tidak sefaham.","Kalo menurut hemat sy pribadi, gagal ginjal kemungkinan besar akibat dari minuman2 kekinian yang mengandung pewarna, pemanis buatan dan zat zat kimia tertentu yang dikemas semenarik mungkin sehingga anak anak atau bahkan orang dewasa tertarik,saya gak bilang merk ,tapi jelas banget anak anak suka jajan minuman minuman berwarna,minuman serbuk yang enak,manis tapi gak jelas kandungan nya.Sudah pasti yang nama nya jenis minuman/cairan yang masuk dalam tubuh erat hubungan nya dengan  ginjal.maaf KL ada yg tidak sefaham.",gabrielle efata vlog,https://yt3.ggpht.com/ytc/AL5GRJW18I_iGjdkhydtBBZrr6oyzGagWXUhn26aM27O=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UClIinRrIuhqKLwLOEyljLBg,{'value': 'UClIinRrIuhqKLwLOEyljLBg'},True,none,0,2022-11-22T01:36:15Z,2022-11-22T01:36:52Z,,Ugz2FlPmH2Kr8BOK1IJ4AaABAg
xSFOBE_5dGE,ngebantu banget ya vidio2 nya pak dokter,ngebantu banget ya vidio2 nya pak dokter,Rustini Cantik,https://yt3.ggpht.com/ytc/AL5GRJVjXNPGhrM9FHX49NX88Cw_RPj0i9w1CRD0Yw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC-etkrA-98imMU8VIbccVjA,{'value': 'UC-etkrA-98imMU8VIbccVjA'},True,none,0,2022-11-21T16:38:39Z,2022-11-21T16:38:39Z,,UgwfuKlqe9NkBkW7cEZ4AaABAg
xSFOBE_5dGE,dimana bpom selama ini apakah mereka tidur doang seharusnya pekerjaanya,dimana bpom selama ini apakah mereka tidur doang seharusnya pekerjaanya,Marfel Marfel,https://yt3.ggpht.com/uud0x6RRQhXrPY9nHTcjflpGJrT9AJEKiHbOuGOAYpfTc4op1ONF_pjmF8FnHsEpZIgtul0MfQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCeI1S2u1RJq0PT7LGcX3iVg,{'value': 'UCeI1S2u1RJq0PT7LGcX3iVg'},True,none,0,2022-11-17T13:53:13Z,2022-11-17T13:53:13Z,,UgwOX137udz04nT4h_R4AaABAg
xSFOBE_5dGE,Antasida doen sy  konsumsi malah resep  bidan wktu sy hamil😄,Antasida doen sy  konsumsi malah resep  bidan wktu sy hamil😄,anggita leo,https://yt3.ggpht.com/_5BciLQAdFix-MHx0DYZ3JjDrXo-ff9oRqQiI-luahWtnrUWgCURNSsI8xDP9QDjaiGhVU-aYPo=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCuz3ImIQK_BvPgxZdhFvQnA,{'value': 'UCuz3ImIQK_BvPgxZdhFvQnA'},True,none,0,2022-11-17T03:01:52Z,2022-11-17T03:01:52Z,,Ugz25gSnZm7A0jW7jah4AaABAg
xSFOBE_5dGE,"Pantesan ga di jual lg obat batuk, di ban ternyata<br>Susah nyari nya pas kena batuk&quot; sampe tenggorokan bengkak kalo gada obat batuk 😤<br>Jd minum apa kalo di ban semua<br>Minum obat sakit kepala gtu ya 😏","Pantesan ga di jual lg obat batuk, di ban ternyata
Susah nyari nya pas kena batuk"" sampe tenggorokan bengkak kalo gada obat batuk 😤
Jd minum apa kalo di ban semua
Minum obat sakit kepala gtu ya 😏",SENSEI 11,https://yt3.ggpht.com/ytc/AL5GRJWV2gQroqv33PIwtG-_FlUxrmZb8H7nw02QEfIy7A=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC-740TfH9tnibbTfccB5SCA,{'value': 'UC-740TfH9tnibbTfccB5SCA'},True,none,0,2022-11-16T06:57:12Z,2022-11-16T06:57:12Z,,Ugxz4XafPqmMb-vXGQx4AaABAg
xSFOBE_5dGE,kalo skincare animate aman ga dok,kalo skincare animate aman ga dok,Maiyah Hasanah,https://yt3.ggpht.com/ytc/AL5GRJWnWjhjegf62qGw71CmuEgl8zED6mqWmzlKJcM5sQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC_-7JHJ1GQpSo3eGQJ4Zfjg,{'value': 'UC_-7JHJ1GQpSo3eGQJ4Zfjg'},True,none,0,2022-11-15T03:52:48Z,2022-11-15T03:52:48Z,,UgxiwhcGK58ZpXTwcix4AaABAg
xSFOBE_5dGE,"Duh bapak pemerintah, kemenkes , bpom anda meresahkan, padahal sebelum adanya kasus ini obat&quot; Itu sudah beredar dan dikonsumsi masyarakat indo","Duh bapak pemerintah, kemenkes , bpom anda meresahkan, padahal sebelum adanya kasus ini obat"" Itu sudah beredar dan dikonsumsi masyarakat indo",nungki rindiani,https://yt3.ggpht.com/ytc/AL5GRJWKHsZ93xr0M8STBNL6D2PaXJtzZrmoaMxzIQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCt-hNC7vPljxem2y1HBPWiA,{'value': 'UCt-hNC7vPljxem2y1HBPWiA'},True,none,0,2022-11-11T13:37:17Z,2022-11-11T13:37:17Z,,UgwlURbr4oIvwNqNBjB4AaABAg
xSFOBE_5dGE,"Anakku alhamdulillah dok pernah konsumsi antasida doen itu gak masalah bahkan udh habis 1btol krna skit kmarin ,knpa jd kedaftar gak boleh diminum,, agak mencurigakan meresahkan emak&quot;  +62","Anakku alhamdulillah dok pernah konsumsi antasida doen itu gak masalah bahkan udh habis 1btol krna skit kmarin ,knpa jd kedaftar gak boleh diminum,, agak mencurigakan meresahkan emak""  +62",nungki rindiani,https://yt3.ggpht.com/ytc/AL5GRJWKHsZ93xr0M8STBNL6D2PaXJtzZrmoaMxzIQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCt-hNC7vPljxem2y1HBPWiA,{'value': 'UCt-hNC7vPljxem2y1HBPWiA'},True,none,0,2022-11-11T13:25:44Z,2022-11-11T13:25:44Z,,UgwYskGueWNrwLNWXvV4AaABAg
xSFOBE_5dGE,"Menurut saya bang,,, kemungkinan pajaknya kurang bang ... Ma&#39;af . Obat ini sejak kapan kena virus,, kok bisa..","Menurut saya bang,,, kemungkinan pajaknya kurang bang ... Ma'af . Obat ini sejak kapan kena virus,, kok bisa..",Pandu Winata,https://yt3.ggpht.com/Vbmt0aFJJsPouLKcr1VZ91fpUb5TJA1QjTVMsDBDMitEtbBJnZpVdWFoITyENOjvoporFrPuCw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCa5V550By32duQVZQp6ajOQ,{'value': 'UCa5V550By32duQVZQp6ajOQ'},True,none,0,2022-11-10T08:48:30Z,2022-11-10T08:48:30Z,,UgyL-Eyc2xKcfICAS414AaABAg
xSFOBE_5dGE,+62 gitu sih.. TBHQ yang katanya carsinogenic aja masih d pake d minyak mie2 lokal 😅,+62 gitu sih.. TBHQ yang katanya carsinogenic aja masih d pake d minyak mie2 lokal 😅,Yenny Soetjitro,https://yt3.ggpht.com/ytc/AL5GRJVqzObrl8Cs36RhqGdFlTK6pP6Nq4LHNnyYavvJjA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UComzM0-huXPV4nBR0vp3Rug,{'value': 'UComzM0-huXPV4nBR0vp3Rug'},True,none,0,2022-11-09T05:26:39Z,2022-11-09T05:26:39Z,,UgxlwwHQcEAkbHcR6o14AaABAg
xSFOBE_5dGE,hati2 juga kalau problemnya permanis buatan.jajanan juga banyak yang memakai pemanis buatan tidak hanya obat sirup aja. <br>hati2 juga untuk para ibu dan para ayah bila beli jajanan di Warung harap di beriksa dlu sebelum di konsumsi takutnya kaya anakku bli snack momogi tanpa di lihat dlu memesannya eh pas udah makan 1 pcs baru ngeh ternyata ada peringatan untuk anak di bawah umur 5 thn ibu menyusui dan hamil tidak boleh mengonsumsi.,"hati2 juga kalau problemnya permanis buatan.jajanan juga banyak yang memakai pemanis buatan tidak hanya obat sirup aja. 
hati2 juga untuk para ibu dan para ayah bila beli jajanan di Warung harap di beriksa dlu sebelum di konsumsi takutnya kaya anakku bli snack momogi tanpa di lihat dlu memesannya eh pas udah makan 1 pcs baru ngeh ternyata ada peringatan untuk anak di bawah umur 5 thn ibu menyusui dan hamil tidak boleh mengonsumsi.",dadantan,https://yt3.ggpht.com/XOFb2XNvQmonmcnx3AT2wwWuFS82vj1GAOEA_hsnfW9tp8MMzfN9pDQiTsNa2GRgKUeSfal0=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC82SKzyybYWgRt1_T2OXOvg,{'value': 'UC82SKzyybYWgRt1_T2OXOvg'},True,none,0,2022-11-08T16:11:21Z,2022-11-08T16:11:21Z,,UgywEODLaO9tAjtVoOJ4AaABAg
xSFOBE_5dGE,sirup marjan masuk nggak,sirup marjan masuk nggak,Abdul Hoer,https://yt3.ggpht.com/ytc/AL5GRJVmpwuOQKzSfRE7afTqLZWdWOD7r2SQsPpPJZKhZg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCY2A9D2VFyASfQCpVDM6uUg,{'value': 'UCY2A9D2VFyASfQCpVDM6uUg'},True,none,0,2022-11-08T13:12:37Z,2022-11-08T13:12:37Z,,UgyW2n15EBkLHv-0N-54AaABAg
