videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt,parentId,commentId
IAQrhMowzZY,Baiknya bagaimana menurut kalian?,Baiknya bagaimana menurut kalian?,"dr. Richard Lee, MARS",https://yt3.ggpht.com/ytc/AL5GRJVsyV8johIkR8ZIwMcbZpOh0FZXetc532M05o-odA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCMgMzUVQjzkEqHmJmuXR0Hw,{'value': 'UCMgMzUVQjzkEqHmJmuXR0Hw'},True,none,428,2022-10-21T11:14:34Z,2022-10-21T11:14:34Z,,UgxxMfyEs8p9QKFp-nZ4AaABAg
IAQrhMowzZY,Betul dok betul  dok,Betul dok betul  dok,Sri Lestari,https://yt3.ggpht.com/ytc/AL5GRJVvEStECt3rwMjI_OX8qA1zqzPVg0l4LDCRVw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCvNy9mPPeEoReFLzd4A0iWQ,{'value': 'UCvNy9mPPeEoReFLzd4A0iWQ'},True,none,0,2023-03-20T23:56:33Z,2023-03-20T23:56:33Z,,UgxbHv_nznpmjiu3eZR4AaABAg
IAQrhMowzZY,Betul dok mungkin efek sa di,Betul dok mungkin efek sa di,Sri Lestari,https://yt3.ggpht.com/ytc/AL5GRJVvEStECt3rwMjI_OX8qA1zqzPVg0l4LDCRVw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCvNy9mPPeEoReFLzd4A0iWQ,{'value': 'UCvNy9mPPeEoReFLzd4A0iWQ'},True,none,0,2023-03-20T23:31:32Z,2023-03-20T23:31:32Z,,UgzbeyPlGYzilX0MLaR4AaABAg
IAQrhMowzZY,"Bpom aneh, tidak kerja. Kenapa ko seperti itu.","Bpom aneh, tidak kerja. Kenapa ko seperti itu.",Canliwmarang Marang,https://yt3.ggpht.com/ytc/AL5GRJVkYdevq5Pot_-zM5e0h419cCF-vBzzc0ghXA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC3dR3sO99n3P8UksFr-NHMQ,{'value': 'UC3dR3sO99n3P8UksFr-NHMQ'},True,none,0,2023-03-08T22:14:23Z,2023-03-08T22:14:23Z,,UgxmYRPRwYLEInorTIZ4AaABAg
IAQrhMowzZY,Benar banget anak sy aj hrs sirup minum obatnya dr pd tablet,Benar banget anak sy aj hrs sirup minum obatnya dr pd tablet,Citra Lia,https://yt3.ggpht.com/ytc/AL5GRJWrdTmL16NKJ0ednkRgBb9CKVDbeD-fB1Js7Q=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCO_5xbHx4mHjJedjz9iiqUQ,{'value': 'UCO_5xbHx4mHjJedjz9iiqUQ'},True,none,0,2023-03-08T00:29:54Z,2023-03-08T00:29:54Z,,UgxQL8hr2QMy9Lq31yZ4AaABAg
IAQrhMowzZY,Makasih ilmunya dokter semoga berkah🥰🥰🥰🥰,Makasih ilmunya dokter semoga berkah🥰🥰🥰🥰,BUDI DARMAWAN,https://yt3.ggpht.com/ytc/AL5GRJViQAhPzpoSqdeIQmAUIe-dC6qDPyylJId6YG4I3A=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCoLzi9qxAggQmi2-JlCV6iQ,{'value': 'UCoLzi9qxAggQmi2-JlCV6iQ'},True,none,0,2023-02-17T15:20:01Z,2023-02-17T15:20:01Z,,UgztpfSpVY0SHwHT0hN4AaABAg
IAQrhMowzZY,Dok tempra gimana? Soalnya anakku kalau demam di kasih tempra,Dok tempra gimana? Soalnya anakku kalau demam di kasih tempra,raffa Kenzie,https://yt3.ggpht.com/ytc/AL5GRJXEOIA5mPTDUOOQiSRMdjvSJGeg1Uq0j-jrCfFG-A=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCgADOWNgArWzRo4X0F2z8eA,{'value': 'UCgADOWNgArWzRo4X0F2z8eA'},True,none,0,2023-02-15T04:58:50Z,2023-02-15T04:58:50Z,,UgzlamouDSrXeSVAhgd4AaABAg
IAQrhMowzZY,BIOSOLFON KIDS AMAN GAK KAK,BIOSOLFON KIDS AMAN GAK KAK,A'zhar F,https://yt3.ggpht.com/ytc/AL5GRJXt6p14OwmSfYeh0zxbcIYbmEJGtBxM81fl24qCNA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCXeWXQuv_kT2wxEyTfszWMg,{'value': 'UCXeWXQuv_kT2wxEyTfszWMg'},True,none,0,2023-02-13T11:13:58Z,2023-02-13T11:13:58Z,,Ugwl-gwTTsW1kGGVbQh4AaABAg
IAQrhMowzZY,apa kurang ilmu ya dok,apa kurang ilmu ya dok,Bandi Bandi,https://yt3.ggpht.com/ytc/AL5GRJXS05SXmsOq3u_AV8-2T6teIPNKgU6BxTteu7Pz3D9GwQnCeB0M-jZye-5HoAv9=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCozm9mV81BTZocheQTweeaQ,{'value': 'UCozm9mV81BTZocheQTweeaQ'},True,none,0,2023-02-08T12:10:35Z,2023-02-08T12:10:35Z,,UgwBTd3Rl1mVINeIcB54AaABAg
IAQrhMowzZY,"Cara media massa cari uang.... Memainkan keresahan, kebingungan, kekacauan....<br>Sengajakah, atau kah tehnik kalimat bersayap?","Cara media massa cari uang.... Memainkan keresahan, kebingungan, kekacauan....
Sengajakah, atau kah tehnik kalimat bersayap?",Ar Dian,https://yt3.ggpht.com/ytc/AL5GRJWeJVSNtpX06xkgf1kUH_BQmYiN3jYaFLTNOuvKSw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCa3TjbmACOsyR6pE9Puj55w,{'value': 'UCa3TjbmACOsyR6pE9Puj55w'},True,none,0,2023-02-06T15:11:48Z,2023-02-06T15:11:48Z,,UgwmxI7sYnUbw9dHaEt4AaABAg
IAQrhMowzZY,"Lihat sumber beritanya dari media massa, K. Manajemennya bagus ya, pintar mendulang uang dari keresahan....<br>Atau, apakah etika jurnalistik sudah kehilangan nilai kemanusiaan, merelakan keresahan demi mengejar kepopuleran jurnalistik?<br>Hati2 lah, manusia tidak lepas dr pengadilan Allah atas fitnah dan hasut....entah dipotong lidahnya, diseterika dadanya","Lihat sumber beritanya dari media massa, K. Manajemennya bagus ya, pintar mendulang uang dari keresahan....
Atau, apakah etika jurnalistik sudah kehilangan nilai kemanusiaan, merelakan keresahan demi mengejar kepopuleran jurnalistik?
Hati2 lah, manusia tidak lepas dr pengadilan Allah atas fitnah dan hasut....entah dipotong lidahnya, diseterika dadanya",Ar Dian,https://yt3.ggpht.com/ytc/AL5GRJWeJVSNtpX06xkgf1kUH_BQmYiN3jYaFLTNOuvKSw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCa3TjbmACOsyR6pE9Puj55w,{'value': 'UCa3TjbmACOsyR6pE9Puj55w'},True,none,0,2023-02-06T14:58:35Z,2023-02-06T15:01:22Z,,Ugxt4a5gpPFy9tD7VjR4AaABAg
IAQrhMowzZY,nama nya juga indo..selalu heboh dan selalu di besar2kan..,nama nya juga indo..selalu heboh dan selalu di besar2kan..,rizky nuradzani,https://yt3.ggpht.com/ytc/AL5GRJU7GiluWUINWxgLKdJ7o0KTLDqxwzIMSzG_0oUksA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCY66edFkDTpqFiHBofVSEYg,{'value': 'UCY66edFkDTpqFiHBofVSEYg'},True,none,0,2023-01-26T14:39:03Z,2023-01-26T14:39:03Z,,Ugw1d21Q65emB3XGb0t4AaABAg
IAQrhMowzZY,"Salam sehat dok, saya ingin sedikit komentar ttg obat, di awal thn 2000 say pernah keluhan penyakit ginjL, solusi saya setelah dapet impormasi sYa pernah mengkonsumsi obT sirop batugi, ternyata hasilnya bagus selama tiga hati batu ginjalnya keluar, di awal thn 2022 sY terkena batu gi jal lagi , kemudian saya nyRi sirop batugin katanya ter yTa sudah g produksi lGi,<br>Apa benR itu ga produksi lGi","Salam sehat dok, saya ingin sedikit komentar ttg obat, di awal thn 2000 say pernah keluhan penyakit ginjL, solusi saya setelah dapet impormasi sYa pernah mengkonsumsi obT sirop batugi, ternyata hasilnya bagus selama tiga hati batu ginjalnya keluar, di awal thn 2022 sY terkena batu gi jal lagi , kemudian saya nyRi sirop batugin katanya ter yTa sudah g produksi lGi,
Apa benR itu ga produksi lGi",Maman Maman,https://yt3.ggpht.com/ytc/AL5GRJVo5CPEqKFsSzh1yTu2p-DiYL6x94WZ5Bt4tA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCnS7VAkk3swJGBOmjKkoe-A,{'value': 'UCnS7VAkk3swJGBOmjKkoe-A'},True,none,0,2023-01-19T13:21:52Z,2023-01-19T13:21:52Z,,Ugy2q-ueUNHjyd0MRRl4AaABAg
